filename,width,height,label,xmin,ymin,xmax,ymax
89_jpg.rf.f9752af9e8dc5d1a9542ed4d53e50d2c.jpg,640,640,LicensePlate,166,167,456,303
Car40-front-4_jpg.rf.f38791741940ecf181439b4e6dfb6b2b.jpg,640,640,LicensePlate,79,260,542,453
Car5-back-1_jpg.rf.f2ff24386bb97aa2d3adffef4e714cc4.jpg,640,640,LicensePlate,249,306,392,375
17_jpg.rf.fb22c5905520e325396a512bf212f24c.jpg,640,640,LicensePlate,125,189,458,356
Car16-back-2_jpg.rf.fbcc833c6d2980b422181bd29d7abc0f.jpg,640,640,LicensePlate,197,267,418,380
DSC_4076_JPG_jpg.rf.fb6530493b8ee248d8fc2221571a7788.jpg,640,640,LicensePlate,163,351,435,505
Car19-back-1_jpg.rf.fb32e217d4e39493a3788ec1585eb627.jpg,640,640,LicensePlate,262,289,375,348
Car46-front-3_jpg.rf.fc7e9a76870af26a784b7a1d725573b9.jpg,640,640,LicensePlate,175,297,459,429
Car38-back-4_jpg.rf.eee12a5154d89420e669d5e93dc9d19c.jpg,640,640,LicensePlate,158,216,510,389
Car28-front-3_jpg.rf.fb36de53103106cfea544b1f722aed54.jpg,640,640,LicensePlate,228,341,462,455
DSC_3953_JPG_jpg.rf.fc5d26a89de6c8e8331e093a9d02f41c.jpg,640,640,LicensePlate,260,344,518,447
Car20-back-3_jpg.rf.fd1742482f8c1a6a1e6a61f81aadef32.jpg,640,640,LicensePlate,170,278,448,426
Car40-front-3_jpg.rf.fd53d1eaeb4dc2e5847d6b83c5f9eafb.jpg,640,640,LicensePlate,146,243,519,413
Car46-back-1_jpg.rf.fd8d0c7eb5771a9c80b5d8ff3359f384.jpg,640,640,LicensePlate,132,282,259,345
Car8-front-1_jpg.rf.efe39222c72c178ce773eca28da24b6f.jpg,640,640,LicensePlate,278,340,392,393
Car1back-4_jpg.rf.fdb35943dbddfbd81ef7ee42007cabb3.jpg,640,640,LicensePlate,236,225,486,349
Car47-back-3_jpg.rf.fe4394a133f5f293a8d30ca60834b8a8.jpg,640,640,LicensePlate,168,234,476,369
Car28-back-2_jpg.rf.febd97b089a284446ee4986ccfefbfdc.jpg,640,640,LicensePlate,211,309,374,401
DSC_4615_JPG_jpg.rf.fd5a696f52fd554e6e4afe3f55792c64.jpg,640,640,LicensePlate,317,222,451,306
Car8-front-1_jpg.rf.fd409d2800b3036a10f7774325c5dd64.jpg,640,640,LicensePlate,253,346,381,405
Car45-back-1_jpg.rf.fdcf739f126c2dcea4a075847bc75928.jpg,640,640,LicensePlate,208,298,363,370
DSC_3712_JPG_jpg.rf.efde0b34703ef7383c86fdc76fa72749.jpg,640,640,LicensePlate,218,216,354,290
Car21-back-1_jpg.rf.fec28ad8585cb8b30717e5cd9fc44881.jpg,640,640,LicensePlate,250,286,402,375
DSC_4050_JPG_jpg.rf.ff0392af03f91410b5dfabae14225533.jpg,640,640,LicensePlate,274,260,420,348
DSC_3852_JPG_jpg.rf.fefaf1ac1f2132691ae57d893f8c6c87.jpg,640,640,LicensePlate,138,272,409,413
Car48-front-5_jpg.rf.ff35cf8715d9839ba4eae5e3aaca1bba.jpg,640,640,LicensePlate,48,227,616,472
Car12-back-5_jpg.rf.fea164b8593a2a91187d1e10f533e9b8.jpg,640,640,LicensePlate,99,268,522,478
Car28-back-5_jpg.rf.fe21f2e568d052fca31e598f7076d64c.jpg,640,640,LicensePlate,138,298,483,471
Car38-front-4_jpg.rf.ffefe28e02bffbb4a2ef47094900b45a.jpg,640,640,LicensePlate,126,213,621,455
114_jpg.rf.f01e419b6d55e65f54f6762af8c0e3dc.jpg,640,640,LicensePlate,149,426,357,528
Car14-back-2_jpg.rf.fd1f33e73dfd1f8dae79ceaca0d9c4bf.jpg,640,640,LicensePlate,249,251,416,334
Car11-back-2_jpg.rf.ffbf4fe4124c89d97a881247ef8cc488.jpg,640,640,LicensePlate,278,336,369,384
Car9-back-2_jpg.rf.ff8f67bf0f89ce782bc38f103a48d015.jpg,640,640,LicensePlate,255,404,407,493
DSC_3717_JPG_jpg.rf.ee83e332639b8137b544b8ad2f71d95c.jpg,640,640,LicensePlate,239,259,375,343
101_jpg.rf.ef5fbaa7e3ce949eb974493379da63a1.jpg,640,640,LicensePlate,132,160,392,305
91_jpg.rf.ef6cff6e1b9d1564842630b90dc8b686.jpg,640,640,LicensePlate,204,281,339,350
Car32-front-3_jpg.rf.f2d0251e5ba856c73e972ea8783b0248.jpg,640,640,LicensePlate,176,343,441,471
IMG_20231011_065654_jpg.rf.211159a056af0440ab44f4b8d75965bb.jpg,640,640,LicensePlate,194,222,422,369
Car20-back-3_jpg.rf.20440c0506ad9a9736ad295d46f289b8.jpg,640,640,LicensePlate,155,268,445,422
Car9-front-2_jpg.rf.2163d8c705677735fa100b7660c39a6e.jpg,640,640,LicensePlate,262,319,415,395
Car39-back-2_jpg.rf.20f537bab414140f7418cb21c03a2a81.jpg,640,640,LicensePlate,246,320,423,406
Car16-back-4_jpg.rf.20af41f847d2fca8c1c405eb1a4be3b7.jpg,640,640,LicensePlate,111,211,521,424
97_jpg.rf.2251841e0c738f568a88d8616910b477.jpg,639,639,LicensePlate,208,262,452,406
IMG_20231011_064747_jpg.rf.209c6a8bdcc0cb86a3cc5976a006d279.jpg,639,639,LicensePlate,186,216,463,371
DSC_3791_JPG_jpg.rf.243312cd6b3287713558c54f7698dcc4.jpg,640,640,LicensePlate,218,217,386,315
Car47-front-5_jpg.rf.243216baa819ffadeda45cdfd36a19b9.jpg,640,640,LicensePlate,7,183,613,453
DSC_4066_JPG_jpg.rf.213e8e33d9b5ec76c246a6ea0c28f06a.jpg,640,640,LicensePlate,194,327,452,497
Car16-back-3_jpg.rf.243c0d5daaddd37ef817bfcdd3ba2ba4.jpg,640,640,LicensePlate,189,251,476,398
52_jpg.rf.243d343c9e002fe87fd596a46e079f74.jpg,640,640,LicensePlate,238,358,423,458
Car11-back-2_jpg.rf.246331c0b215eee52746ae73119eb0b9.jpg,640,640,LicensePlate,272,372,354,415
Car33-back-3_jpg.rf.21ddc4b9cf85f686c513aa567c29deac.jpg,640,640,LicensePlate,311,303,510,425
Car41-back-4_jpg.rf.22a6ec26dc68f867f179e21d591bcb53.jpg,640,640,LicensePlate,203,240,542,419
Car39-front-4_jpg.rf.24aff1112f3153696b60fa3e1ed86751.jpg,640,640,LicensePlate,191,264,459,402
Car4-front-1_jpg.rf.2524c6b63e5e36b3aca886545edaf7d6.jpg,640,640,LicensePlate,249,373,363,422
39_jpg.rf.216874fe4558b9d38a046605af18ce10.jpg,639,639,LicensePlate,231,294,435,392
Car22-front-3_jpg.rf.24caa19f42f36eb11dd0635465c9d7b1.jpg,640,640,LicensePlate,153,312,501,415
Car6-back-3_jpg.rf.2513b60a9e71aa22cebf3a788d7eb551.jpg,640,640,LicensePlate,160,242,490,400
Car50-front-4_jpg.rf.2095723885a1c0411748c0590d08b25d.jpg,639,639,LicensePlate,146,220,473,374
Car28-back-1_jpg.rf.261758d674565c9e9d9fd60980808d0c.jpg,640,640,LicensePlate,276,350,377,400
63_jpg.rf.2523b8abb262d8a9a16205d7c99b41cb.jpg,640,640,LicensePlate,164,339,336,446
Car33-back-4_jpg.rf.25c7bf4103732a5a22ee95fb988ccdc4.jpg,640,640,LicensePlate,191,233,486,400
Car23-front-4_jpg.rf.25d07b21264aa69d2f0b5af1a6f44eae.jpg,640,640,LicensePlate,194,275,491,437
Car4-back-2_jpg.rf.25ab556c99066b4f0d58a0e18eaa9793.jpg,640,640,LicensePlate,232,296,431,402
Car19-front-1_jpg.rf.265f3c419ed98fb4888c0874549bf68b.jpg,640,640,LicensePlate,275,380,371,422
Car27-back-4_jpg.rf.2568ef4db2f3250e6c7979433caf9b5f.jpg,640,640,LicensePlate,242,268,411,369
Car41-front-5_jpg.rf.2220fde6fdb80db8d12e4f8b224ec6b4.jpg,640,640,LicensePlate,125,247,551,467
Car35-back-1_jpg.rf.26bcb968148774a7f73fd7fc4cfc0a41.jpg,640,640,LicensePlate,270,373,356,419
Car47-back-3_jpg.rf.207a592a028f8548369cc62ed397fde6.jpg,640,640,LicensePlate,172,231,477,365
Car29-back-5_jpg.rf.21f6df95d0b0527a2006d7f49423e67f.jpg,640,640,LicensePlate,140,232,621,479
83_jpg.rf.2746430fc99805b56d2b4903e69406f0.jpg,640,640,LicensePlate,323,226,497,316
Car41-back-1_jpg.rf.2714126fe123246c0b1a6fce937820e4.jpg,640,640,LicensePlate,386,326,488,383
DSC_3938_JPG_jpg.rf.22a89fd054e52f03efef0c50a696d304.jpg,640,640,LicensePlate,237,260,507,433
Car20-back-2_jpg.rf.26736ffaeed2a959d214109258a00249.jpg,640,640,LicensePlate,216,357,410,459
DSC_3870_JPG_jpg.rf.27c2a2c0be318c5d3b52af097568da86.jpg,640,640,LicensePlate,110,187,327,319
DSC_4509_JPG_jpg.rf.27419c13ed2b7d01adea2be131acb357.jpg,640,640,LicensePlate,241,537,318,587
40_jpg.rf.26f874242edd963697a478c2bf6ecb6c.jpg,640,640,LicensePlate,174,241,438,395
Car22-front-1_jpg.rf.23443993c006d9d19a2cd047d3476d99.jpg,640,640,LicensePlate,235,436,399,493
Car43-front-2_jpg.rf.27399d3a631ac80024fabc49b28f61eb.jpg,640,640,LicensePlate,222,328,459,443
IMG_20231011_065047_jpg.rf.28a8f97001533d3407720f4315f17fba.jpg,640,640,LicensePlate,181,283,522,470
Car31-front-1_jpg.rf.29bfeaad529dfaeaf036f62f1c7559f5.jpg,640,640,LicensePlate,256,374,383,429
Car19-front-3_jpg.rf.287471359de7c8a0594b1718100bf81f.jpg,639,639,LicensePlate,217,342,482,478
Car18-back-5_jpg.rf.22d1bf28d218f5406b3e95dd171ce2c7.jpg,640,640,LicensePlate,164,247,518,421
Car20-back-1_jpg.rf.273b588a9f58b414ac069fa2a97f74f0.jpg,640,640,LicensePlate,263,335,357,385
88_jpg.rf.28b253387db8cc033f538e280c5588df.jpg,640,640,LicensePlate,218,271,335,334
Car35-back-4_jpg.rf.29240f45e8e46480d82260798fe90d96.jpg,640,640,LicensePlate,191,341,504,508
Car25-front-2_jpg.rf.27bc1762debfd39f093612b7f420515d.jpg,640,640,LicensePlate,210,358,370,418
48_jpg.rf.2323cf844cdf5e6b19eb1da8e7714a53.jpg,640,640,LicensePlate,227,303,421,407
Car44-back-1_jpg.rf.2b627bff063ccb7e28562d48529eb438.jpg,640,640,LicensePlate,270,380,362,430
IMG_20231011_065226_jpg.rf.29d64cffdabc0f45e0edb6422bb4d076.jpg,640,640,LicensePlate,228,248,412,343
Car34-back-2_jpg.rf.2902caa9aac2fbfc53ba62a07b5b6cca.jpg,640,640,LicensePlate,268,457,389,516
Car43-front-1_jpg.rf.2ac7cedd4eecb03a7e0bdc97e811a358.jpg,640,640,LicensePlate,278,371,391,430
Car16-front-1_jpg.rf.2a90e204f17f523c6385e004c4ca98da.jpg,640,640,LicensePlate,265,409,377,473
Car36-front-4_jpg.rf.292f1ec2d23922e4c04f9746e0f6f38a.jpg,640,640,LicensePlate,217,285,463,407
Car13-front-5_jpg.rf.29e57b08ba23cba6b19369242fef4516.jpg,640,640,LicensePlate,29,230,617,479
Car6-back-5_jpg.rf.23f405514fe4ce83f74be5879e251a96.jpg,640,640,LicensePlate,35,206,572,501
Car8-back1_jpg.rf.2b0aa250d8d8896ed37866971def88da.jpg,640,640,LicensePlate,268,367,369,418
Car31-back-4_jpg.rf.292a1eeb0e5e819191266b2b819775f6.jpg,639,639,LicensePlate,168,310,458,447
IMG_20231011_065715_jpg.rf.2a8f66c4dde163b3f45dc5cb23166bba.jpg,640,640,LicensePlate,274,262,420,363
IMG_20231011_092857_jpg.rf.2abebd6c8fd04fb9a6831eec7170f1ca.jpg,640,640,LicensePlate,187,237,451,366
Car27-front-4_jpg.rf.2b523a254f6b7d392a9cc3fc1df5f745.jpg,640,640,LicensePlate,111,288,457,452
66_jpg.rf.2aa36c02bb7f92c6ab013e4e603debf6.jpg,640,640,LicensePlate,225,328,395,403
Car6-back-4_jpg.rf.2c7a2a57a3f4c7adfb800be4ab3cb366.jpg,639,639,LicensePlate,125,214,553,442
Car32-back-1_jpg.rf.2b97a781f8834c3c9fdc1599130cdb5b.jpg,640,640,LicensePlate,285,286,359,332
Car30-front-1_jpg.rf.2c80544aec192aa756cc9433a55e79e9.jpg,640,640,LicensePlate,281,336,363,385
Car4-front-1_jpg.rf.2d0ae4c7dc3cfcaa14d651b4294ffa22.jpg,639,639,LicensePlate,256,358,361,403
DSC_4661_JPG_jpg.rf.2be5084d6f614815282ac35e4ceacc36.jpg,640,640,LicensePlate,293,497,457,600
DSC_4282_JPG_jpg.rf.2d28585c1037a615f3f4e0b0c2683999.jpg,640,640,LicensePlate,235,312,360,384
Car38-back-1_jpg.rf.2ba61fa9d2f20bb388e02bc507691a8c.jpg,640,640,LicensePlate,301,343,397,394
Car31-front-3_jpg.rf.2d4ea4dd33fe7383cb70aa5a8b88bf07.jpg,640,640,LicensePlate,192,343,452,462
Car7-front-4_jpg.rf.2d66f817d1946a5613b50c9572d20696.jpg,639,639,LicensePlate,173,272,494,418
Car35-back-2_jpg.rf.2b962f91346ea9cf810e1251ff77be70.jpg,640,640,LicensePlate,235,354,391,441
IMG_20231011_092902_jpg.rf.2ca0c7aa4bde8d150536e84432ea9488.jpg,640,640,LicensePlate,191,236,416,343
Car23-front-1_jpg.rf.2d98a724a04c939c8e461b97a790865c.jpg,640,640,LicensePlate,295,391,388,436
20_jpg.rf.2d2986415ce6d52775e8efd4363dbb27.jpg,640,640,LicensePlate,81,89,588,340
Car4-Back-1_jpg.rf.2a1d5bf6ed36559cf5f0a3d67527d651.jpg,640,640,LicensePlate,284,316,423,389
Car27-front-2_jpg.rf.2ed90df9d37fcba5e24d1cb77126db5b.jpg,640,640,LicensePlate,226,349,408,433
Car21-front-2_jpg.rf.23b95f11055af2985d5d21cac0d144fd.jpg,640,640,LicensePlate,210,347,424,438
111_jpg.rf.2e4aba2a67dd1aaedf68064156ddfdec.jpg,640,640,LicensePlate,296,273,413,331
Car38-front-1_jpg.rf.2da63959acbd83e29381fe59d74bfce7.jpg,640,640,LicensePlate,221,392,356,459
Car49-front-1_jpg.rf.2db8063ed05b82affa91dcadd24427f4.jpg,640,640,LicensePlate,258,309,376,372
Car29-back-3_jpg.rf.2e851645d5b4cceb652bd0ccac8aa1a0.jpg,640,640,LicensePlate,242,281,510,413
Car19-front-4_jpg.rf.2dde260d5bda05a0e6608198d6238af5.jpg,640,640,LicensePlate,209,313,460,440
Car17-back-4_jpg.rf.20502a5db6b8505a5bc3fdcd203a3447.jpg,640,640,LicensePlate,160,267,519,442
Car47-back-2_jpg.rf.2ef1007443d7d65005da91a32658499c.jpg,640,640,LicensePlate,225,254,408,358
Car47-back-3_jpg.rf.2e2a7e3784d48ea38884cfdf14476d77.jpg,640,640,LicensePlate,172,231,477,365
15_jpg.rf.30be046b95631f9409200ca3d5e40215.jpg,640,640,LicensePlate,0,0,640,408
Car34-back-2_jpg.rf.2f454ec5935c82b4ee8ba84e440fc425.jpg,639,639,LicensePlate,257,470,382,531
8_jpg.rf.2dc5b261ed2b95bac27bc08eff227a2c.jpg,640,640,LicensePlate,175,188,443,345
Car35-back-3_jpg.rf.2e3a7edffd7fce9115df406d9c43f89d.jpg,640,640,LicensePlate,213,350,449,471
DSC_3953_JPG_jpg.rf.2f9c2a9447fc4629d702522b7168edfe.jpg,640,640,LicensePlate,262,340,515,441
Car4-front-1_jpg.rf.2ea99b4f7094d3d85515f2b7c5763326.jpg,640,640,LicensePlate,265,361,365,404
Car32-back-3_jpg.rf.241873134e106be9df82c510c85e3522.jpg,640,640,LicensePlate,238,235,443,338
Car44-back-5_jpg.rf.31998418cf06b9247a03aceeb15828d9.jpg,640,640,LicensePlate,164,234,537,432
Car48-back-4_jpg.rf.3004c944c76a46b3459dee0498d3891d.jpg,640,640,LicensePlate,94,154,567,402
Car45-front-1_jpg.rf.2eec012776666945a1dbdb36e46be58e.jpg,639,639,LicensePlate,302,394,382,439
Car36-back-5_jpg.rf.30914f783f53152cd35cc19cc1777790.jpg,640,640,LicensePlate,151,212,540,436
Car37-front-5_jpg.rf.238185868f6e1101c6d124f44ffa0dc6.jpg,640,640,LicensePlate,123,268,587,513
Car2-front-5_jpg.rf.2fc6502b5fc2385d633c409c46abc7a8.jpg,640,640,LicensePlate,51,220,555,460
Car42-back-3_jpg.rf.22a03770533bfa6c950e2bef40a3cba5.jpg,640,640,LicensePlate,194,258,475,396
DSC_3999_JPG_jpg.rf.330574c5c7a9999abea820e9982723c7.jpg,640,640,LicensePlate,224,260,420,386
61_jpg.rf.31b8f71f98d6db547d52190a9ac672cd.jpg,640,640,LicensePlate,242,212,359,278
36_jpg.rf.3129cff282ec2d5ab357ea39f43daedc.jpg,640,640,LicensePlate,69,222,471,446
Car32-front-3_jpg.rf.31e780fbd3e4e431c2c5259318dc2e91.jpg,640,640,LicensePlate,168,348,438,478
7_jpg.rf.34886e7da4214a7214ef01cf6712a556.jpg,640,640,LicensePlate,179,162,455,359
Car45-back-5_jpg.rf.31706418f64947bec409b1d66be6dd50.jpg,640,640,LicensePlate,146,247,479,382
Car25-front-4_jpg.rf.33b5e188dfca5dc7524354f351bd89de.jpg,640,640,LicensePlate,124,314,452,419
Car25-front-2_jpg.rf.3595df0c99e87d364ec33eda098d2395.jpg,640,640,LicensePlate,224,366,372,422
DSC_3825_JPG_jpg.rf.329572cecf73cbff3112adee87661e53.jpg,640,640,LicensePlate,204,262,394,403
Car39-front-2_jpg.rf.33d997eaa9a308f130a63e2c155c1123.jpg,640,640,LicensePlate,244,291,384,359
Car7-back-5_jpg.rf.33c2ff31a343c44857c1c74da28215bf.jpg,640,640,LicensePlate,73,230,517,449
38_jpg.rf.331ff57a4f4061e2e78354df1368472c.jpg,640,640,LicensePlate,44,224,434,455
102_jpg.rf.3421d472cfedec83ae405edaac36aaea.jpg,639,639,LicensePlate,189,270,437,392
Car9-back-2_jpg.rf.3343dba5942ec3ec1983e64ab9a3c906.jpg,640,640,LicensePlate,237,407,405,505
Car2-back-2_jpg.rf.336a198ec248035faad3f31776ac0003.jpg,640,640,LicensePlate,208,299,416,408
Car27-back-2_jpg.rf.3213c5cd467abf7761f377af68c3e1f3.jpg,640,640,LicensePlate,282,333,399,397
IMG_20231011_092857_jpg.rf.34774e89cb4effad016605ac4db37562.jpg,640,640,LicensePlate,191,237,435,356
Car31-front-2_jpg.rf.350adda3182bd57826f535f99ea94a1b.jpg,640,640,LicensePlate,236,406,433,506
Car42-back-2_jpg.rf.35ae4d62e9ed2d73b9f8a918395bd739.jpg,640,640,LicensePlate,221,298,407,388
Car36-back-1_jpg.rf.35f2aae45884be1abf70a232bc0602a6.jpg,640,640,LicensePlate,312,288,399,341
Car12-back-1_jpg.rf.33a20729e0572c237be743bf34ddc5f4.jpg,640,640,LicensePlate,215,420,353,482
IMG_20231011_065000_jpg.rf.35c633b6ccd84a7e46e76fb829d49b15.jpg,640,640,LicensePlate,252,244,422,336
Car32-back-1_jpg.rf.34d8a12835f934a564186f3b74366b8a.jpg,640,640,LicensePlate,252,292,334,343
Car9-front-2_jpg.rf.35b8259473ca35d2438576028b194f18.jpg,640,640,LicensePlate,258,345,399,415
DSC_4050_JPG_jpg.rf.33e530f3fe4fc6c6edb3a8c23098670c.jpg,640,640,LicensePlate,274,249,431,344
DSC_3869_JPG_jpg.rf.368be7dbdf06167bd447f7962e459586.jpg,640,640,LicensePlate,303,305,491,411
Car12-front-4_jpg.rf.37b3ebaa99da7c54a5543f7a7ce70ab9.jpg,640,640,LicensePlate,157,264,442,406
Car21-back-5_jpg.rf.354e0672f82a898a65ed8424bad6b330.jpg,640,640,LicensePlate,0,175,640,520
DSC_3852_JPG_jpg.rf.37220fae8802f76987ed09c74507c0ee.jpg,640,640,LicensePlate,173,264,412,389
24_jpg.rf.381e8d89a826ecbc7f78c66164ec832c.jpg,640,640,LicensePlate,118,168,453,329
Car11-front-2_jpg.rf.392e8d579ddaacaedb0a58a64c39cdfe.jpg,640,640,LicensePlate,215,316,398,397
DSC_3829_JPG_jpg.rf.372871fef5cef147a46ff826c4af1a6c.jpg,640,640,LicensePlate,320,310,450,394
DSC_3783_JPG_jpg.rf.37e9fde378ff3c7fbfa9cfef9bcc7a41.jpg,640,640,LicensePlate,224,236,365,316
DSC_3870_JPG_jpg.rf.36f12bf573fe4111534c3f643a70568b.jpg,640,640,LicensePlate,103,182,326,317
Car28-back-3_jpg.rf.3873a5345d14bbdc2e2b798af94d6104.jpg,640,640,LicensePlate,187,308,446,438
Car3-back-5_jpg.rf.369545f5947842056d1d73187993aae4.jpg,640,640,LicensePlate,63,179,590,431
Car3-back-1_jpg.rf.34c2531aa167a674685f868411495f22.jpg,640,640,LicensePlate,269,313,377,376
Car26-back-3_jpg.rf.38c492233ace06c00daaae53b1b6e63b.jpg,640,640,LicensePlate,232,302,413,395
Car6-back-3_jpg.rf.38c6f2f13924591b4f2b82289a78cab3.jpg,640,640,LicensePlate,181,254,491,403
Car23-back-2_jpg.rf.37cf3d72127b1601c38f76bf63f08333.jpg,640,640,LicensePlate,236,394,397,481
Car30-front-3_jpg.rf.39a7f4aa784591c549a46f57cb49c68e.jpg,640,640,LicensePlate,249,353,478,476
Car3-back-5_jpg.rf.396160b0f0dd6f82ee47a4648cda905c.jpg,640,640,LicensePlate,20,175,589,447
61_jpg.rf.39330777f44079299f3a09a7d5f7106c.jpg,640,640,LicensePlate,240,215,358,282
Car35-front-3_jpg.rf.39707d8da601d332566abaebb2c70308.jpg,640,640,LicensePlate,179,451,446,568
32_jpg.rf.390a787fd2b7ca31f54cbf57a9b92c20.jpg,640,640,LicensePlate,94,106,632,399
Car23-back-5_jpg.rf.390e02694435ce3862a5468ef3829e4b.jpg,640,640,LicensePlate,49,187,545,420
Car27-front-5_jpg.rf.38e9810879e3be96ef47ab2273dbfdfd.jpg,640,640,LicensePlate,116,256,533,456
Car38-back-4_jpg.rf.3a64e13135f8a813ded7f8545050079d.jpg,640,640,LicensePlate,161,220,523,398
Car29-back-5_jpg.rf.386a7e0dd4d181fd323bd801e9e89433.jpg,639,639,LicensePlate,128,219,590,456
47_jpg.rf.39aa57343aed0cd24267d451a9e337eb.jpg,639,639,LicensePlate,140,331,321,427
8_jpg.rf.388565eed4538660bc3996ed2fc90b5e.jpg,640,640,LicensePlate,134,206,417,372
